,level_0,movie,year,time,certificate,genre,rating,story,votes,cast,link,index,genres_bin,director,director_bin,cast_bin,words_bin,combined_features
3090,1658,Jai,2004,,U,['Romance'],5.2,"['The', 'story', 'is', 'about', 'the', 'son', 'of', 'a', 'millionaire', 'who', 'playing', 'boxing', 'for', 'India', 'against', 'Pakistan.']",33.0,"AyeshaJhulka,Navdeep,Santoshini,Teja",https://www.imdb.com/title/tt2358060/,1658,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Teja,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The story is about the son of a millionaire who playing boxing for India against Pakistan. AyeshaJhulka,Navdeep,Santoshini,Teja U Romance 2004"
3091,3507,Idava Taareeku,2004,150 min,U,['Drama'],,"['Add', 'a', 'Plot']",,",Brahmanandam,Revathi,Sharwanand",https://www.imdb.com/title/tt1579776/,3507,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot ,Brahmanandam,Revathi,Sharwanand U Drama 2004"
3092,2230,Mr & Mrs Sailaja Krishna Murthy,2004,135 min,Not Rated,['Family'],5.6,"['""Krishna', 'Murthy', '(Sivaji)', 'is', 'an', 'atheist', 'who', 'travels', 'to', 'Annavaram', 'on', 'the', 'severe', 'insistence', 'of', 'his', 'aunt', '(Rama', 'Prabha).', 'Sailaja', '(Laila)', 'is', 'an', 'extremely', 'religious', 'girl', 'who', 'wants', 'to', 'go', 'to', 'USA', 'for...', 'See', 'full', 'summary', '»']",40.0,"GiriBabu,KrishnaBhagavan,RaghuBabu,SivaNageshwaraRao",https://www.imdb.com/title/tt0483988/,2230,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SivaNageshwaraRao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","""Krishna Murthy (Sivaji) is an atheist who travels to Annavaram on the severe insistence of his aunt (Rama Prabha). Sailaja (Laila) is an extremely religious girl who wants to go to USA for... See full summary » GiriBabu,KrishnaBhagavan,RaghuBabu,SivaNageshwaraRao Not Rated Family 2004"
3093,412,Aa Naluguru,2004,141 min,U,['Drama'],8.6,"['A', 'man', 'fights', 'for', 'his', 'philosophy:', 'that', 'human', 'relations', 'are', 'more', 'important', 'than', 'money.']",2754.0,"Aamani,ChandraSiddhartha,Raja,RajendraPrasad",https://www.imdb.com/title/tt1601792/,412,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ChandraSiddhartha,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A man fights for his philosophy: that human relations are more important than money. Aamani,ChandraSiddhartha,Raja,RajendraPrasad U Drama 2004"
3094,3203,Andaru Dongale,2004,,U,['Comedy'],5.3,"['Add', 'a', 'Plot']",39.0,"Ali,Ankita,NidhiPrasad,RaghuBabu",https://www.imdb.com/title/tt1579726/,3203,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NidhiPrasad,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Ali,Ankita,NidhiPrasad,RaghuBabu U Comedy 2004"
3095,4677,Nimisham,2004,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['the', 'movie', 'runs', 'around', 'around', 'money', 'with', 'some', 'funny', 'characters..']",,"RamanaReddyB.V.,RaviKabra",https://www.imdb.com/title/tt1606303/,4677,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RamanaReddyB.V.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","the movie runs around around money with some funny characters.. RamanaReddyB.V.,RaviKabra U Drama Thriller Action Comedy Romance Family 2004"
3096,334,Sye,2004,167 min,Not Rated,"['Action', 'Drama', 'Sport']",7.4,"['Students', 'of', 'a', 'college', 'form', 'a', 'Rugby', 'team', 'and', 'play', 'against', 'a', 'violent', 'gang', 'of', 'thugs', 'to', 'get', 'back', 'their', 'college', 'land.']",2056.0,"GeneliaDSouza,Nithiin,PreetiNigam,S.S.Rajamouli",https://www.imdb.com/title/tt0467003/,334,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",S.S.Rajamouli,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Students of a college form a Rugby team and play against a violent gang of thugs to get back their college land. GeneliaDSouza,Nithiin,PreetiNigam,S.S.Rajamouli Not Rated Action Drama Sport 2004"
3097,3481,Aptudu,2004,,U,['Action'],,"['Add', 'a', 'Plot']",,"Abhinayasri,AnjalaZaveri,MuthyalaSubbaiah,Rajasekhar",https://www.imdb.com/title/tt3436078/,3481,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MuthyalaSubbaiah,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Abhinayasri,AnjalaZaveri,MuthyalaSubbaiah,Rajasekhar U Action 2004"
3098,1587,Nenu,2004,72 min,Not Rated,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",6.5,"['Neelo', 'nenu', 'is', 'a', '2004', 'Indian', 'Telugu', 'Movie', 'directed', 'by', 'E.', 'Sathibabu.', 'Produced', 'by', 'Sambhavu', 'Ratna.', 'film', 'Star', 'cast', 'Allari', 'Naresh,', 'Veda,', 'Abhishek.', 'in', 'lead', 'roles.', 'the', 'film', 'has', 'music', 'by', 'Yash', 'Nanda.']",58.0,"AllariNaresh,ArchanaShastry,Banerjee,E.SatthiBabu",https://www.imdb.com/title/tt1606302/,1587,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",E.SatthiBabu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Neelo nenu is a 2004 Indian Telugu Movie directed by E. Sathibabu. Produced by Sambhavu Ratna. film Star cast Allari Naresh, Veda, Abhishek. in lead roles. the film has music by Yash Nanda. AllariNaresh,ArchanaShastry,Banerjee,E.SatthiBabu Not Rated Drama Thriller Action Comedy Romance Family 2004"
3099,2499,Seshadri Naidu,2004,,U,['Action'],,"['Add', 'a', 'Plot']",,"Nandita,RudrarajuSureshVarma,Srihari,Swathi",https://www.imdb.com/title/tt3429342/,2499,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RudrarajuSureshVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Nandita,RudrarajuSureshVarma,Srihari,Swathi U Action 2004"
3100,2227,Gowri,2004,,U,['Action'],5.5,"['A', 'motorcycle', 'mechanic', 'Gowri', 'fights', 'a', 'mafia', 'don', 'in', 'order', 'to', 'marry', 'Swetha,', 'the', 'daughter', 'of', 'a', 'powerful', 'media', 'baron']",50.0,"B.V.Ramana,Banerjee,RaghuBabu,Sumanth",https://www.imdb.com/title/tt0861774/,2227,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",B.V.Ramana,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A motorcycle mechanic Gowri fights a mafia don in order to marry Swetha, the daughter of a powerful media baron B.V.Ramana,Banerjee,RaghuBabu,Sumanth U Action 2004"
3101,4231,Aithe Enti,2004,,U,['Romance'],,"['Add', 'a', 'Plot']",,"Brahmanandam,MohitChadha,RadhikaChaudhari,SomaVijayaprakash",https://www.imdb.com/title/tt1579721/,4231,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SomaVijayaprakash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Brahmanandam,MohitChadha,RadhikaChaudhari,SomaVijayaprakash U Romance 2004"
3102,1652,Shiva Shankar,2004,125 min,U,"['Drama', 'Family']",4.5,"['Add', 'a', 'Plot']",384.0,"MohanBabu,NataneyaSingh,Rajendra,Soundarya",https://www.imdb.com/title/tt0929626/,1652,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Rajendra,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot MohanBabu,NataneyaSingh,Rajendra,Soundarya U Drama Family 2004"
3103,331,Anji,2004,148 min,U,"['Action', 'Adventure', 'Drama']",5.9,"['Orphaned', 'Arjun', 'lives', 'a', 'poor', 'lifestyle', 'in', 'an', 'ashram', 'along', 'with', 'his', 'mentor,', 'known', 'simply', 'as', 'Guruji,', 'and', 'several', 'other', 'younger', 'orphans', 'in', 'a', 'forest', 'region,', 'Shivgiri', 'which', 'is', 'accessible', 'via', '...', 'See', 'full', 'summary', '»']",542.0,"Chiranjeevi,KodiRamakrishna,NamrataShirodkar,TinnuAnand",https://www.imdb.com/title/tt0239235/,331,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",KodiRamakrishna,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Orphaned Arjun lives a poor lifestyle in an ashram along with his mentor, known simply as Guruji, and several other younger orphans in a forest region, Shivgiri which is accessible via ... See full summary » Chiranjeevi,KodiRamakrishna,NamrataShirodkar,TinnuAnand U Action Adventure Drama 2004"
3104,3306,Vignesh,2004,125 min,Not Rated,['Drama'],,"['Watch', 'the', 'full', 'movie,', 'Vignesh,', 'only', 'on', 'Eros', 'Now.', 'Vignesh', 'is', 'a', '2004', 'Indian', 'Telugu', 'film,', 'directed', 'by', 'Marella', 'Srinu', 'and', 'produced', 'by', 'Sayed', 'Asadulla.', 'The', 'film', 'stars', 'Bhagawan,', 'Seema', 'and', 'Jahnavi', 'in', 'lead', 'roles.', 'The', 'film', 'had', 'musical', 'score', 'by', 'Vijay.']",,"Bhagwan,Jahnavi,S.Maarella",https://www.imdb.com/title/tt8870540/,3306,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",S.Maarella,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Watch the full movie, Vignesh, only on Eros Now. Vignesh is a 2004 Indian Telugu film, directed by Marella Srinu and produced by Sayed Asadulla. The film stars Bhagawan, Seema and Jahnavi in lead roles. The film had musical score by Vijay. Bhagwan,Jahnavi,S.Maarella Not Rated Drama 2004"
3105,3219,Love,2004,165 min,U,['Romance'],,"['Add', 'a', 'Plot']",,"Aditya,JaiJagadish,Rakshitha,S.V.RajendraSingh",https://www.imdb.com/title/tt10833600/,3219,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",S.V.RajendraSingh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Aditya,JaiJagadish,Rakshitha,S.V.RajendraSingh U Romance 2004"
3106,2459,Suryam,2004,150 min,U,"['Action', 'Romance']",5.1,"['A', 'man', 'sets', 'out', 'to', 'fulfil', 'his', ""mother's"", 'last', 'wish', 'after', 'serving', 'his', 'term', 'in', 'a', 'juvenile', 'detention', 'center', 'for', 'a', 'murder', 'he', 'did', 'not', 'commit.']",1156.0,"CelinaJaitly,MohanBabu,SamudraV.,VishnuManchu",https://www.imdb.com/title/tt0925130/,2459,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SamudraV.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A man sets out to fulfil his mother s last wish after serving his term in a juvenile detention center for a murder he did not commit. CelinaJaitly,MohanBabu,SamudraV.,VishnuManchu U Action Romance 2004"
3107,4404,Ammai Bagundhi,2004,,U,['Romance'],5.3,"['Add', 'a', 'Plot']",19.0,"Ali,Balasekaran,MeeraJasmine,Sivaji",https://www.imdb.com/title/tt1579723/,4404,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Balasekaran,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Ali,Balasekaran,MeeraJasmine,Sivaji U Romance 2004"
3108,1473,Swethanagu,2004,123 min,Not Rated,['Fantasy'],6.2,"['Add', 'a', 'Plot']",18.0,"Abbas,Brahmanandam,Sanjeeva,SarathBabu",https://www.imdb.com/title/tt0940779/,1473,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Sanjeeva,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Abbas,Brahmanandam,Sanjeeva,SarathBabu Not Rated Fantasy 2004"
3109,2378,Shanti Sandesham,2004,140 min,U,['Musical'],,"['Indian', 'version', 'of', 'the', 'Jesus', 'story.', 'Following', ""Jesus'"", 'birth', 'he', 'performs', 'many', 'miracles', 'and', 'gathers', 'a', 'band', 'of', 'followers.', 'He', 'runs', 'into', 'trouble', 'with', 'the', 'authorities', 'and', 'the', 'Romans', 'execute', 'him.', 'He', 'rises', 'again', 'and', 'ascends', 'to', 'heaven.']",,"KrishnaGhattamaneni,P.ChandrasekharReddy",https://www.imdb.com/title/tt13255870/,2378,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",P.ChandrasekharReddy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Indian version of the Jesus story. Following Jesus  birth he performs many miracles and gathers a band of followers. He runs into trouble with the authorities and the Romans execute him. He rises again and ascends to heaven. KrishnaGhattamaneni,P.ChandrasekharReddy U Musical 2004"
3110,4041,Tapana,2004,,U,['Romance'],7.6,"['Add', 'a', 'Plot']",5.0,"Ali,PrabhuDeva,Siddardha,TejasDhhanraj",https://www.imdb.com/title/tt2855572/,4041,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",TejasDhhanraj,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Ali,PrabhuDeva,Siddardha,TejasDhhanraj U Romance 2004"
3111,4430,Vallidhari Vayasu Padaharelle!,2004,,U,['Romance'],,"['Add', 'a', 'Plot']",,",Brahmanandam,Devaki,TarunChandra",https://www.imdb.com/title/tt1579897/,4430,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot ,Brahmanandam,Devaki,TarunChandra U Romance 2004"
3112,397,Varsham,2004,159 min,Not Rated,"['Action', 'Comedy', 'Romance']",7.1,"['Venkat', 'and', 'Sailaja', 'meet', 'while', 'travelling', 'in', 'a', 'train.', 'But', ""Sailaja's"", 'father', 'Ranga', 'Rao', 'wants', 'to', 'marry', 'her', 'off', 'to', 'Bhadranna,', 'who', 'is', 'obsessed', 'with', 'her.']",1248.0,"Prabhas,Sobhan,TottempudiGopichand,TrishaKrishnan",https://www.imdb.com/title/tt0439869/,397,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Sobhan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Venkat and Sailaja meet while travelling in a train. But Sailaja s father Ranga Rao wants to marry her off to Bhadranna, who is obsessed with her. Prabhas,Sobhan,TottempudiGopichand,TrishaKrishnan Not Rated Action Comedy Romance 2004"
3113,592,Arya,2004,151 min,Not Rated,"['Action', 'Drama', 'Romance']",7.8,"['Geethanjali,', 'who', 'is', 'already', 'the', 'girlfriend', 'of', 'the', 'college', 'rowdy', 'Ajay,', 'is', 'pursued', 'by', 'the', 'free', 'spirited', 'and', 'Arya.', 'Arya', 'relentlessly', 'tries', 'to', 'woo', 'Geethanjali', 'causing', 'problems', 'between', 'him', 'and', 'Ajay.']",5374.0,"AlluArjun,AnuradhaMehta,SivaBalaji,Sukumar",https://www.imdb.com/title/tt0431619/,592,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Sukumar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Geethanjali, who is already the girlfriend of the college rowdy Ajay, is pursued by the free spirited and Arya. Arya relentlessly tries to woo Geethanjali causing problems between him and Ajay. AlluArjun,AnuradhaMehta,SivaBalaji,Sukumar Not Rated Action Drama Romance 2004"
3114,4067,Maa Ilavelpu,2004,,U,['Family'],,"['Its', 'the', 'story', 'of', 'a', 'progressive', 'doctor', 'who', 'returns', 'from', 'the', 'USA', 'to', 'his', 'village', 'and', 'opens', 'a', ""people's"", 'hospital', 'to', 'serve', 'the', 'villagers.', 'Prema', 'is', 'a', 'god', 'believing', 'true', 'devotee.', 'Doctor', 'Ravi', '...', 'See', 'full', 'summary', '»']",,"MadalaRavi,Prema,Sanjeeva",https://www.imdb.com/title/tt10677108/,4067,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Sanjeeva,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Its the story of a progressive doctor who returns from the USA to his village and opens a people s hospital to serve the villagers. Prema is a god believing true devotee. Doctor Ravi ... See full summary » MadalaRavi,Prema,Sanjeeva U Family 2004"
3115,2409,Love Today,2004,,U,"['Drama', 'Romance']",7.7,"['Add', 'a', 'Plot']",76.0,"Aprudhan,DivyaKhoslaKumar,TanikellaBharani,UdayKiran",https://www.imdb.com/title/tt1285126/,2409,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Aprudhan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Aprudhan,DivyaKhoslaKumar,TanikellaBharani,UdayKiran U Drama Romance 2004"
